"","10_WT_B_S18","11_WT_C_S19","12_WT_D_S20","13_TRMB_A_S21","16_TRMB_D_S24","1_WT_A_S9","2_WT_B_S10","3_WT_C_S11","4_WT_D_S12","5_TRMB_A_S13","7_TRMB_C_S15","9_WT_A_S17","aBWT_C_noglu_24_S20_SP","aCWT_D_noglu_24_S21_SP","RWT_A_glu_24_S41_S1","SWT_B_glu_24_S16_SP","TWT_C_glu_24_S17_SP","UWT_D_glu_24_S46_S1","ZWT_A_noglu_24_S47_S1"
"HAH_RS06050",5176,4565,2559,1623,1625,563,754,938,341,706,1089,5247,11413,13005,337,485,449,246,15950
"HAH_RS06055",6373,5815,2830,2046,1915,754,963,1276,437,924,1350,6587,13096,15364,475,661,583,356,18489
"HAH_RS06060",5480,5055,2309,1738,1629,544,712,999,336,799,1050,5654,12918,15156,332,514,383,218,17424
"HAH_RS06065",5006,5657,2795,2505,2618,1655,1554,1441,955,1764,1860,5302,10459,11527,1624,2278,1576,1065,14113
"HAH_RS06070",989,1220,660,524,518,1221,1059,691,614,1019,933,1164,2851,2749,1506,1483,1663,1750,2653
"HAH_RS06075",508,492,423,280,227,604,511,331,363,457,351,596,1360,1351,723,729,864,960,1207
"HAH_RS06085",236,262,134,55,57,163,115,95,92,94,129,220,887,769,1028,744,605,488,755
"HAH_RS06090",457,573,390,258,253,568,421,353,281,422,490,527,613,575,570,658,513,512,618
"HAH_RS06095",8406,11733,5824,1991,2016,7498,5522,4057,4094,5927,6622,10304,13550,14364,3289,2744,4495,7075,14564
"HAH_RS06100",5933,6870,4038,963,824,4241,3198,2267,2742,3204,4101,6535,9552,10161,2141,1832,2985,4415,9477
"HAH_RS06105",1820,2217,1182,1072,1448,2340,2013,1409,1515,1915,2334,2024,3368,3596,2335,2701,2797,2827,3739
"HAH_RS06110",9025,10490,5678,6559,7157,15234,16280,10418,10394,15785,15761,10153,10832,11126,9230,10354,10515,10290,11851
"HAH_RS06115",3049,4180,2004,1897,2333,3314,3268,2097,2161,3291,3189,3201,7952,8914,3635,4300,3961,3486,8535
"HAH_RS06120",1876,2152,1713,2699,2406,1976,1917,1103,1354,1866,1757,1996,3716,3512,1927,2139,1889,1863,3610
"HAH_RS06125",697,474,1330,3801,463,394,344,232,271,287,331,745,1628,2705,293,358,502,565,1799
"HAH_RS06130",1458,1030,2689,7878,1053,744,711,493,481,612,605,1633,2603,4402,528,524,713,870,2768
"HAH_RS06135",913,973,1122,952,364,966,946,646,698,834,828,1003,2190,2669,879,903,1251,1586,2209
"HAH_RS06140",353,248,686,774,160,212,187,131,136,191,180,408,700,817,404,374,328,325,673
"HAH_RS06145",270,221,501,532,119,152,136,101,88,116,123,284,644,696,259,282,247,227,551
"HAH_RS06150",355,241,555,473,161,301,243,171,225,238,275,335,690,766,397,412,452,642,686
"HAH_RS06155",3817,4412,2301,4264,4805,9667,7113,4482,6116,8205,7461,5046,4704,3560,8048,9043,9137,9189,3963
"HAH_RS06160",7859,12481,5110,3649,4503,8366,8666,8910,4756,7225,15015,8458,20952,19089,22372,22931,17359,8901,21477
"HAH_RS06165",369,271,361,311,261,129,159,75,77,110,107,464,533,694,98,148,141,158,694
"HAH_RS06170",118,95,106,49,65,94,99,59,93,89,127,108,150,163,89,93,108,121,156
